__time,/pcl_pose/pose/pose/orientation/w,/pcl_pose/pose/pose/orientation/x,/pcl_pose/pose/pose/orientation/y,/pcl_pose/pose/pose/orientation/z,/pcl_pose/pose/pose/position/x,/pcl_pose/pose/pose/position/y,/pcl_pose/pose/pose/position/z,distance,curvature
1729519017.89467,0.614216501,-0.031970012,0.00123934,-0.78848873,-32.683891296,19.772445679,0.896841764,1.9965133168963776,0.020416337211553098
1729519019.90422,0.585138666,-0.033147484,0.004065972,-0.810245292,-33.254814148,17.519277573,1.036676526,2.324375059415207,0.02092715538693858
1729519021.74619,0.582978821,-0.036171812,0.001681911,-0.811680017,-33.850189209,15.519346237,1.139946222,2.0866712275716783,0.026124421042204832
1729519023.54684,0.634620462,-0.034171119,0.00330556,-0.772061045,-34.353004456,13.484431267,1.222937942,2.0961159576096398,0.067046290499464
1729519025.24239,0.684719697,-0.035202283,0.007010081,-0.727922134,-34.531734467,11.50501442,1.29402411,1.9874696151185505,0.04403618740801959
1729519027.16566,0.68128069,-0.03702858,0.001311657,-0.731083937,-34.579341888,9.345222473,1.399685621,2.160316578851425,0.037469662055374595
1729519029.18262,0.699931359,-0.04058765,0.002724206,-0.713050741,-34.655025482,7.023993969,1.493723869,2.322462007048303,0.02575019820801293
1729519030.89153,0.686393759,-0.036351203,0.009566469,-0.726257961,-34.60364151,5.011402607,1.556638241,2.01324720364279,0.021926164076284733
1729519032.92544,0.709985004,-0.039158841,0.005708517,-0.70310402,-34.64717865,3.01350069,1.617047668,1.998376228969824,0.05574717689161368
1729519036.23807,0.704006683,-0.153147051,-0.129052747,-0.681370632,-34.708126068,1.441037536,1.666607499,1.5736438473963839,0.13850790706870036
1729519039.26139,0.7539445,-0.036997552,0.002957235,-0.655888817,-34.306880951,-0.760474741,1.793763876,2.237778798205504,0.06698272419421612
1729519041.17693,0.803489845,-0.037367383,0.01368845,-0.59398682,-33.862846375,-2.78656292,1.90237391,2.074174537922746,0.21346039366090183
1729519042.49246,0.923257777,-0.032486225,0.014755017,-0.382520617,-33.151256561,-3.949767828,1.869959354,1.363600279181492,0.28656107396660463
1729519044.35406,0.996905875,-0.026629236,0.020990833,-0.070914741,-31.303777695,-4.720640182,1.77658999,2.0018547266168274,0.1645471515520452
1729519046.24051,0.999262381,-0.024956192,0.018980717,-0.022172028,-29.135286331,-4.854846478,1.679193854,2.1726403580962557,0.07465858526448084
1729519048.39784,0.999488677,-0.0255796,0.018958927,0.002939151,-26.703649521,-4.775352955,1.56131053,2.4329358388469537,0.14416886425832573
1729519050.05693,0.999196087,-0.028898314,0.019362689,-0.019928236,-24.690690994,-4.728343964,1.438837171,2.01350735699099,0.02508548510183336
1729519051.88531,0.999384385,-0.032452499,0.013270598,0.001240155,-22.605575562,-4.720480442,1.352793932,2.0851302596583263,0.03773131435186055
1729519053.60519,0.998148262,-0.026718053,0.024234339,0.048978231,-20.563598633,-4.546887875,1.281499743,2.0493423720515587,0.14937425502344953
1729519055.41205,0.99952252,-0.020995338,0.02206086,0.005218169,-18.522163391,-4.323302746,1.146596551,2.0536426556705414,0.0590454972196878
1729519057.22927,0.998886681,-0.024717128,0.021741788,-0.033790154,-16.430065155,-4.316188335,1.059333563,2.092110332635012,0.04245750769086594
1729519059.61413,0.998518666,-0.02595423,0.021879961,0.042521944,-13.779741287,-4.277587891,0.914250195,2.6506049497364716,0.03857575637109694
1729519061.37144,0.998923445,-0.030381149,0.017346531,0.030463046,-11.726758957,-4.055665016,0.783583879,2.0649421807257697,0.02820218523355531
1729519063.58574,0.998229456,-0.020636614,0.01217786,0.054440365,-9.175528526,-3.757509708,0.658792198,2.5685936423944162,0.03759734910894893
1729519065.5936,0.992833273,-0.014945326,0.020033237,0.116864781,-6.846638203,-3.289912462,0.511823595,2.3753688810434963,0.10565391577473422
1729519067.42173,0.953131785,-0.013162703,0.022449069,0.301434169,-5.003448009,-2.459503889,0.378025651,2.021615316861656,0.10538711620832708
1729519069.22775,0.966817836,-0.01816236,0.023481864,0.253736092,-3.439720392,-1.196433663,0.256293118,2.010122000271673,0.27631409729507395
1729519071.66085,0.983573368,-0.021009278,0.025724609,0.177426913,-1.697615266,-0.17516014,0.12674205,2.019388491305303,0.21099874718403683
1729519073.55878,0.999064723,-0.024395705,0.031323264,0.017127626,-0.624627233,0.076311462,0.079269782,1.1020622875199275,0.3794360499736252
1729519074.47917,0.997363646,-0.027413134,0.015766042,-0.065312225,-0.26222226,0.068336561,0.029447384,0.36249270820402796,0.4485212164144462
